Value
3168
505
485
445
523
579
353
318
353
254
437
546
467
479
468
455
483
466
446
667
286
469
461
446
450
498
460
608
469
302
423
423
484
568
435
458
431
429
438
291
417
408
276
402
638
418
593
303
487
273
480
478
599
486
496
480
446
456
433
368
604
473
298
326
265
408
463
301
452
425
474
455
577
448
416
459
491
447
347
478
474
443
482
475
398
460
450
416
499
452
569
460
490
442
453
288
450
431
374
576
